@relation defacto

@attribute name_feature string
@attribute avg_page_rank_confirming numeric
@attribute avg_page_rank_non_confirming numeric
@attribute total_hit_count numeric
@attribute avg_topic_coverage_confirming numeric
@attribute avg_topic_coverage_non_confirming numeric
@attribute avg_topic_majority_web_confirming numeric
@attribute avg_topic_majority_web_non_confirming numeric
@attribute avg_topic_majority_search_confirming numeric
@attribute avg_topic_majority_search_non_confirming numeric
@attribute number_of_confirming_facts numeric
@attribute number_of_confirming_sites numeric
@attribute total_positives_evidence_score numeric
@attribute total_negatives_evidence_score numeric
@attribute domain_range_check numeric
@attribute class {true,false}

@data
true/party_6.ttl,0,0,66,0,0,0,0,0,0,6,0,0,0,1,true
true/phylum_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,true
true/phylum_7.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,true
true/producer_0.ttl,0,0.285714,54,0,0.529762,0,38.047619,0,12.761905,8,0,0,0,1,true
true/producer_2.ttl,0,0.148649,122414,0,0.688,0,55.52,0,25.76,10,0,0,0,1,true
true/producer_4.ttl,0,0.352113,46084,0,0.669014,0,91.366197,0,20.450704,168,0,0,0,1,true
true/product_5.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,1,true
true/product_7.ttl,0,0.133333,183,0,0.190909,0,11.766667,0,2.866667,6,0,0,0,1,true
true/product_8.ttl,0,0.224599,562200,0,0.858289,0,119.481283,0,96.417112,77,0,0,0.002401,1,true
true/publisher_1.ttl,0,0.090909,35530,0,0.768657,0,56.432836,0,21.253731,14,0,0,0,1,true
true/publisher_4.ttl,0,0.528302,26269,0,0.540094,0,77.415094,0,17.811321,22,0,0,0.004897,1,true
true/publisher_6.ttl,0,0.186667,61547,0,0.647908,0,125.87013,0,38.155844,226,0,0,0.005644,1,true
true/publisher_9.ttl,0,0.3,1062,0,0.36,0,11.52,0,8.72,37,0,0,0,1,true
true/record_label_1.ttl,0,0.034014,75168,0,0.845238,0,180.170068,0,57.714286,0,0,0,0,1,true
true/record_label_3.ttl,0,0,46628,0,0.72657,0,179.713043,0,16.66087,0,0,0,0,0.5,true
true/record_label_8.ttl,0,0.102041,362,0,0.858844,0,97.387755,0,20.979592,0,0,0,0,1,true
true/recorded_in_0.ttl,0,0.081633,957,0,0,0,0,0,0,0,0,0,0,0.5,true
true/region_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,true
true/region_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,true
true/region_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,true
true/region_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,true
true/residence_1.ttl,0,0.344828,107680,0,0.641393,0,90.967213,0,11.04918,50,0,0,0.002987,1,true
true/residence_7.ttl,0,0,3,0,0.294118,0,1,0,1,0,0,0,0,1,true
true/residence_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,true
true/starring_5.ttl,0,0.064516,43296,0,0.44086,0,7.403226,0,8.032258,18,0,0,0,0.5,true
true/starring_6.ttl,0,0.336735,192951,0,0.595556,0,80.05,0,26.32,130,0,0,0.024495,0.5,true
true/starring_7.ttl,0,0,147,0,0.318182,0,3.272727,0,2.909091,0,0,0,0,1,true
true/starring_9.ttl,0,0.477876,203279,0,0.556514,0,95.612069,0,34.258621,1399,12,1,1,1,true
true/state_0.ttl,0,0,429,0,0.78,0,14.3,0,5.533333,15,0,0,0,1,true
true/state_6.ttl,0,0.801887,754067,0,0.756881,0,81.440367,0,27.027523,209,0,0,0.016908,1,true
true/subsequent_work_5.ttl,0,0.164063,220037,0,0.346154,0,150.038462,0,50.723077,33,0,0,0.001174,1,true
true/successor_0.ttl,0,0,8,0,0,0,0,0,0,2,0,0,0,1,true
true/successor_7.ttl,0,0,190,0,0.696552,0,17.689655,0,6.275862,0,0,0,0,1,true
true/team_1.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,true
true/team_3.ttl,0,0.150685,13272,0,0.563809,0,54.16,0,12.106667,119,0,0,0.382679,1,true
true/team_5.ttl,0,0.1,759,0,0.71836,0,114.803922,0,14.745098,27,0,0,0.0506,1,true
true/team_9.ttl,0,0,2,0,0.875,0,1.5,0,0,3,0,0,0,1,true
true/writer_1.ttl,0,0.078431,53600,0,0.612637,0,54.826923,0,8.230769,180,0,0,0.119404,1,true
true/writer_2.ttl,0,0.25,30201,0,0.731771,0,92.109375,0,12.5625,114,0,0,0.011433,1,true
true/writer_5.ttl,0,0,664,0,0.583333,0,0,0,15.75,2,0,0,0,1,true
true/writer_9.ttl,0,0.387097,23746,0,0.625,0,70.888889,0,11.587302,28,0,0,0.003457,1,true
