@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
242,188,40,96,203,0.32107,0.824561,0.661972,0.824561,0.338028,0.734375,0.538899,1.530084,0.000001
243,188,40,95,204,0.317726,0.824561,0.664311,0.824561,0.335689,0.735812,0.537002,1.535491,0.000001
244,188,40,94,205,0.314381,0.824561,0.666667,0.824561,0.333333,0.737255,0.535104,1.540936,0.000001
245,188,40,93,206,0.311037,0.824561,0.669039,0.824561,0.330961,0.738703,0.533207,1.546419,0.000002
246,187,41,93,206,0.311037,0.820175,0.667857,0.820175,0.332143,0.73622,0.531309,1.543687,0.000002
247,187,41,92,207,0.307692,0.820175,0.670251,0.820175,0.329749,0.737673,0.529412,1.54922,0.000003
248,187,41,91,208,0.304348,0.820175,0.672662,0.820175,0.327338,0.73913,0.527514,1.554793,0.000003
249,187,41,90,209,0.301003,0.820175,0.67509,0.820175,0.32491,0.740594,0.525617,1.560406,0.000004
250,187,41,89,210,0.297659,0.820175,0.677536,0.820175,0.322464,0.742063,0.523719,1.56606,0.000005
251,187,41,88,211,0.294314,0.820175,0.68,0.820175,0.32,0.743539,0.521822,1.571754,0.000005
252,187,41,87,212,0.29097,0.820175,0.682482,0.820175,0.317518,0.74502,0.519924,1.577491,0.000006
253,187,41,86,213,0.287625,0.820175,0.684982,0.820175,0.315018,0.746507,0.518027,1.583269,0.000006
254,187,41,85,214,0.284281,0.820175,0.6875,0.820175,0.3125,0.748,0.516129,1.58909,0.00001
255,187,41,84,215,0.280936,0.820175,0.690037,0.820175,0.309963,0.749499,0.514231,1.594954,0.00001
256,187,41,83,216,0.277592,0.820175,0.692593,0.820175,0.307407,0.751004,0.512334,1.600861,0.000025
257,186,42,83,216,0.277592,0.815789,0.69145,0.815789,0.30855,0.748491,0.510436,1.59822,0.000026
258,185,43,83,216,0.277592,0.811404,0.690299,0.811404,0.309701,0.745968,0.508539,1.595558,0.00003
259,185,43,82,217,0.274247,0.811404,0.692884,0.811404,0.307116,0.747475,0.506641,1.601534,0.000072
260,185,43,81,218,0.270903,0.811404,0.695489,0.811404,0.304511,0.748988,0.504744,1.607555,0.000132
261,185,43,80,219,0.267559,0.811404,0.698113,0.811404,0.301887,0.750507,0.502846,1.613621,0.000153
262,185,43,79,220,0.264214,0.811404,0.700758,0.811404,0.299242,0.752033,0.500949,1.619734,0.000174
263,185,43,78,221,0.26087,0.811404,0.703422,0.811404,0.296578,0.753564,0.499051,1.625892,0.000293
264,184,44,78,221,0.26087,0.807018,0.70229,0.807018,0.29771,0.75102,0.497154,1.623276,0.000295
265,184,44,77,222,0.257525,0.807018,0.704981,0.807018,0.295019,0.752556,0.495256,1.629495,0.000311
266,184,44,76,223,0.254181,0.807018,0.707692,0.807018,0.292308,0.754098,0.493359,1.635762,0.000389
267,183,45,76,223,0.254181,0.802632,0.706564,0.802632,0.293436,0.75154,0.491461,1.633154,0.000423
268,183,45,75,224,0.250836,0.802632,0.709302,0.802632,0.290698,0.753086,0.489564,1.639484,0.000538
269,183,45,74,225,0.247492,0.802632,0.712062,0.802632,0.287938,0.754639,0.487666,1.645863,0.000568
270,181,47,74,225,0.247492,0.79386,0.709804,0.79386,0.290196,0.749482,0.483871,1.640643,0.000655
271,181,47,73,226,0.244147,0.79386,0.712598,0.79386,0.287402,0.751037,0.481973,1.647103,0.001071
272,180,48,73,226,0.244147,0.789474,0.711462,0.789474,0.288538,0.748441,0.480076,1.644477,0.001874
273,180,48,72,227,0.240803,0.789474,0.714286,0.789474,0.285714,0.75,0.478178,1.651003,0.002963
274,180,48,71,228,0.237458,0.789474,0.717131,0.789474,0.282869,0.751566,0.476281,1.65758,0.003179
275,180,48,70,229,0.234114,0.789474,0.72,0.789474,0.28,0.753138,0.474383,1.664211,0.006272
276,179,49,70,229,0.234114,0.785088,0.718876,0.785088,0.281124,0.750524,0.472486,1.661611,0.006788
277,179,49,69,230,0.230769,0.785088,0.721774,0.785088,0.278226,0.752101,0.470588,1.668311,0.007207
278,179,49,68,231,0.227425,0.785088,0.724696,0.785088,0.275304,0.753684,0.468691,1.675066,0.007865
279,178,50,68,231,0.227425,0.780702,0.723577,0.780702,0.276423,0.751055,0.466793,1.672479,0.010814
280,177,51,68,231,0.227425,0.776316,0.722449,0.776316,0.277551,0.748414,0.464896,1.669871,0.012418
281,177,51,67,232,0.22408,0.776316,0.72541,0.776316,0.27459,0.75,0.462998,1.676715,0.026213
282,177,51,66,233,0.220736,0.776316,0.728395,0.776316,0.271605,0.751592,0.461101,1.683615,0.047905
283,177,51,65,234,0.217391,0.776316,0.731405,0.776316,0.268595,0.753191,0.459203,1.690572,0.058741
284,176,52,65,234,0.217391,0.77193,0.73029,0.77193,0.26971,0.750533,0.457306,1.687996,0.066202
285,175,53,65,234,0.217391,0.767544,0.729167,0.767544,0.270833,0.747863,0.455408,1.685398,0.119026
286,175,53,64,235,0.214047,0.767544,0.732218,0.767544,0.267782,0.749465,0.45351,1.69245,0.144634
287,174,54,64,235,0.214047,0.763158,0.731092,0.763158,0.268908,0.746781,0.451613,1.68985,0.267897
288,174,54,63,236,0.210702,0.763158,0.734177,0.763158,0.265823,0.748387,0.449715,1.69698,0.364382
289,173,55,63,236,0.210702,0.758772,0.733051,0.758772,0.266949,0.74569,0.447818,1.694376,0.380142
290,172,56,63,236,0.210702,0.754386,0.731915,0.754386,0.268085,0.742981,0.44592,1.691751,0.394141
291,171,57,63,236,0.210702,0.75,0.730769,0.75,0.269231,0.74026,0.444023,1.689103,0.407655
292,171,57,62,237,0.207358,0.75,0.733906,0.75,0.266094,0.741866,0.442125,1.696352,0.477936
293,170,58,62,237,0.207358,0.745614,0.732759,0.745614,0.267241,0.73913,0.440228,1.693701,0.489452
294,169,59,62,237,0.207358,0.741228,0.731602,0.741228,0.268398,0.736383,0.43833,1.691027,0.492505
295,168,60,62,237,0.207358,0.736842,0.730435,0.736842,0.269565,0.733624,0.436433,1.68833,0.50799
296,168,60,61,238,0.204013,0.736842,0.733624,0.736842,0.266376,0.73523,0.434535,1.695702,0.518177
297,168,60,60,239,0.200669,0.736842,0.736842,0.736842,0.263158,0.736842,0.432638,1.703139,0.557197
298,167,61,60,239,0.200669,0.732456,0.735683,0.732456,0.264317,0.734066,0.43074,1.70046,0.618205
299,167,61,59,240,0.197324,0.732456,0.738938,0.732456,0.261062,0.735683,0.428843,1.707984,0.667608
300,166,62,59,240,0.197324,0.72807,0.737778,0.72807,0.262222,0.732892,0.426945,1.705302,0.681415
301,165,63,59,240,0.197324,0.723684,0.736607,0.723684,0.263393,0.730088,0.425047,1.702596,0.706851
302,165,63,58,241,0.19398,0.723684,0.73991,0.723684,0.26009,0.731707,0.42315,1.710231,0.7992
303,164,64,58,241,0.19398,0.719298,0.738739,0.719298,0.261261,0.728889,0.421252,1.707523,0.814971
304,163,65,58,241,0.19398,0.714912,0.737557,0.714912,0.262443,0.726058,0.419355,1.704791,0.843559
305,163,65,57,242,0.190635,0.714912,0.740909,0.714912,0.259091,0.727679,0.417457,1.71254,0.869101
306,163,65,56,243,0.187291,0.714912,0.744292,0.714912,0.255708,0.729306,0.41556,1.72036,0.875978
307,163,65,55,244,0.183946,0.714912,0.747706,0.714912,0.252294,0.730942,0.413662,1.728251,0.890645
308,163,65,54,245,0.180602,0.714912,0.751152,0.714912,0.248848,0.732584,0.411765,1.736216,0.894558
309,162,66,54,245,0.180602,0.710526,0.75,0.710526,0.25,0.72973,0.409867,1.733553,0.897235
310,162,66,53,246,0.177258,0.710526,0.753488,0.710526,0.246512,0.731377,0.40797,1.741616,0.950872
311,162,66,52,247,0.173913,0.710526,0.757009,0.710526,0.242991,0.733032,0.406072,1.749754,0.955464
312,161,67,52,247,0.173913,0.70614,0.755869,0.70614,0.244131,0.730159,0.404175,1.747117,0.958482
313,160,68,52,247,0.173913,0.701754,0.754717,0.701754,0.245283,0.727273,0.402277,1.744455,0.966939
314,159,69,52,247,0.173913,0.697368,0.753555,0.697368,0.246445,0.724374,0.40038,1.741769,0.971205
315,159,69,51,248,0.170569,0.697368,0.757143,0.697368,0.242857,0.726027,0.398482,1.750063,0.983275
316,159,69,50,249,0.167224,0.697368,0.760766,0.697368,0.239234,0.727689,0.396584,1.758436,0.984112
317,159,69,49,250,0.16388,0.697368,0.764423,0.697368,0.235577,0.729358,0.394687,1.76689,0.985751
318,158,70,49,250,0.16388,0.692982,0.763285,0.692982,0.236715,0.726437,0.392789,1.76426,0.989515
319,157,71,49,250,0.16388,0.688596,0.762136,0.688596,0.237864,0.723502,0.390892,1.761604,0.990543
320,157,71,48,251,0.160535,0.688596,0.765854,0.688596,0.234146,0.725173,0.388994,1.770197,0.994329
321,156,72,48,251,0.160535,0.684211,0.764706,0.684211,0.235294,0.722222,0.387097,1.767544,0.994334
322,156,72,47,252,0.157191,0.684211,0.768473,0.684211,0.231527,0.723898,0.385199,1.776251,0.995766
323,155,73,47,252,0.157191,0.679825,0.767327,0.679825,0.232673,0.72093,0.383302,1.773602,0.996449
324,154,74,47,252,0.157191,0.675439,0.766169,0.675439,0.233831,0.717949,0.381404,1.770926,0.996503
325,153,75,47,252,0.157191,0.671053,0.765,0.671053,0.235,0.714953,0.379507,1.768224,0.997815
326,152,76,47,252,0.157191,0.666667,0.763819,0.666667,0.236181,0.711944,0.377609,1.765494,0.998328
327,152,76,46,253,0.153846,0.666667,0.767677,0.666667,0.232323,0.713615,0.375712,1.774411,0.998407
328,151,77,46,253,0.153846,0.662281,0.766497,0.662281,0.233503,0.710588,0.373814,1.771685,0.999358
329,151,77,45,254,0.150502,0.662281,0.770408,0.662281,0.229592,0.712264,0.371917,1.780724,0.999445
330,150,78,45,254,0.150502,0.657895,0.769231,0.657895,0.230769,0.70922,0.370019,1.778003,0.999719
331,150,78,44,255,0.147157,0.657895,0.773196,0.657895,0.226804,0.7109,0.368121,1.787168,0.999774
332,149,79,44,255,0.147157,0.653509,0.772021,0.653509,0.227979,0.707838,0.366224,1.784451,0.999833
333,149,79,43,256,0.143813,0.653509,0.776042,0.653509,0.223958,0.709524,0.364326,1.793745,0.999914
334,148,80,43,256,0.143813,0.649123,0.774869,0.649123,0.225131,0.706444,0.362429,1.791035,0.999935
335,147,81,43,256,0.143813,0.644737,0.773684,0.644737,0.226316,0.703349,0.360531,1.788296,0.999946
336,147,81,42,257,0.140468,0.644737,0.777778,0.644737,0.222222,0.705036,0.358634,1.797758,0.999956
337,146,82,42,257,0.140468,0.640351,0.776596,0.640351,0.223404,0.701923,0.356736,1.795026,0.999959
338,145,83,42,257,0.140468,0.635965,0.775401,0.635965,0.224599,0.698795,0.354839,1.792265,0.999962
339,145,83,41,258,0.137124,0.635965,0.77957,0.635965,0.22043,0.700483,0.352941,1.801901,0.999965
340,145,83,40,259,0.133779,0.635965,0.783784,0.635965,0.216216,0.702179,0.351044,1.811641,0.999966
341,144,84,40,259,0.133779,0.631579,0.782609,0.631579,0.217391,0.699029,0.349146,1.808924,0.999969
342,144,84,39,260,0.130435,0.631579,0.786885,0.631579,0.213115,0.70073,0.347249,1.818809,0.999983
343,143,85,39,260,0.130435,0.627193,0.785714,0.627193,0.214286,0.697561,0.345351,1.816103,0.999985
344,142,86,39,260,0.130435,0.622807,0.78453,0.622807,0.21547,0.694377,0.343454,1.813366,0.999992
345,141,87,39,260,0.130435,0.618421,0.783333,0.618421,0.216667,0.691176,0.341556,1.810599,0.999992
346,140,88,39,260,0.130435,0.614035,0.782123,0.614035,0.217877,0.687961,0.339658,1.807802,0.999996
347,140,88,38,261,0.12709,0.614035,0.786517,0.614035,0.213483,0.689655,0.337761,1.817958,0.999997
348,140,88,37,262,0.123746,0.614035,0.79096,0.614035,0.20904,0.691358,0.335863,1.828229,0.999998
349,139,89,37,262,0.123746,0.609649,0.789773,0.609649,0.210227,0.688119,0.333966,1.825483,0.999998
350,139,89,36,263,0.120401,0.609649,0.794286,0.609649,0.205714,0.689826,0.332068,1.835915,0.999998
351,138,90,36,263,0.120401,0.605263,0.793103,0.605263,0.206897,0.686567,0.330171,1.833182,0.999998
352,137,91,36,263,0.120401,0.600877,0.791908,0.600877,0.208092,0.683292,0.328273,1.830418,0.999998
353,136,92,36,263,0.120401,0.596491,0.790698,0.596491,0.209302,0.68,0.326376,1.827621,0.999999
354,136,92,35,264,0.117057,0.596491,0.795322,0.596491,0.204678,0.681704,0.324478,1.838309,0.999999
355,135,93,35,264,0.117057,0.592105,0.794118,0.592105,0.205882,0.678392,0.322581,1.835526,0.999999
356,135,93,34,265,0.113712,0.592105,0.798817,0.592105,0.201183,0.680101,0.320683,1.846387,0.999999
357,134,94,34,265,0.113712,0.587719,0.797619,0.587719,0.202381,0.676768,0.318786,1.843619,1
358,133,95,34,265,0.113712,0.583333,0.796407,0.583333,0.203593,0.673418,0.316888,1.840818,1
359,132,96,34,265,0.113712,0.578947,0.795181,0.578947,0.204819,0.670051,0.314991,1.837984,1
360,132,96,33,266,0.110368,0.578947,0.8,0.578947,0.2,0.671756,0.313093,1.849123,1
361,131,97,33,266,0.110368,0.574561,0.79878,0.574561,0.20122,0.668367,0.311195,1.846304,1
362,131,97,32,267,0.107023,0.574561,0.803681,0.574561,0.196319,0.670077,0.309298,1.857631,1
363,130,98,32,267,0.107023,0.570175,0.802469,0.570175,0.197531,0.666667,0.3074,1.85483,1
364,129,99,32,267,0.107023,0.565789,0.801242,0.565789,0.198758,0.663239,0.305503,1.851994,1
365,128,100,32,267,0.107023,0.561404,0.8,0.561404,0.2,0.659794,0.303605,1.849123,1
366,127,101,32,267,0.107023,0.557018,0.798742,0.557018,0.201258,0.656331,0.301708,1.846215,1
367,126,102,32,267,0.107023,0.552632,0.797468,0.552632,0.202532,0.65285,0.29981,1.843271,1
368,126,102,31,268,0.103679,0.552632,0.802548,0.552632,0.197452,0.654545,0.297913,1.855012,1
369,125,103,31,268,0.103679,0.548246,0.801282,0.548246,0.198718,0.651042,0.296015,1.852086,1
370,124,104,31,268,0.103679,0.54386,0.8,0.54386,0.2,0.64752,0.294118,1.849123,1
371,123,105,31,268,0.103679,0.539474,0.798701,0.539474,0.201299,0.643979,0.29222,1.846121,1
372,122,106,31,268,0.103679,0.535088,0.797386,0.535088,0.202614,0.64042,0.290323,1.84308,1
373,121,107,31,268,0.103679,0.530702,0.796053,0.530702,0.203947,0.636842,0.288425,1.839999,1
374,121,107,30,269,0.100334,0.530702,0.801325,0.530702,0.198675,0.638522,0.286528,1.852184,1
375,120,108,30,269,0.100334,0.526316,0.8,0.526316,0.2,0.634921,0.28463,1.849123,1
376,119,109,30,269,0.100334,0.52193,0.798658,0.52193,0.201342,0.6313,0.282732,1.84602,1
377,118,110,30,269,0.100334,0.517544,0.797297,0.517544,0.202703,0.62766,0.280835,1.842876,1
378,117,111,30,269,0.100334,0.513158,0.795918,0.513158,0.204082,0.624,0.278937,1.839689,1
379,116,112,30,269,0.100334,0.508772,0.794521,0.508772,0.205479,0.620321,0.27704,1.836458,1
380,115,113,30,269,0.100334,0.504386,0.793103,0.504386,0.206897,0.616622,0.275142,1.833182,1
381,114,114,30,269,0.100334,0.5,0.791667,0.5,0.208333,0.612903,0.273245,1.829861,1
382,114,114,29,270,0.09699,0.5,0.797203,0.5,0.202797,0.614555,0.271347,1.842657,1
383,113,115,29,270,0.09699,0.495614,0.795775,0.495614,0.204225,0.610811,0.26945,1.839356,1
384,113,115,28,271,0.093645,0.495614,0.801418,0.495614,0.198582,0.612466,0.267552,1.852401,1
385,113,115,27,272,0.090301,0.495614,0.807143,0.495614,0.192857,0.61413,0.265655,1.865633,1
386,112,116,27,272,0.090301,0.491228,0.805755,0.491228,0.194245,0.610354,0.263757,1.862426,1
387,111,117,27,272,0.090301,0.486842,0.804348,0.486842,0.195652,0.606557,0.26186,1.859172,1
388,110,118,27,272,0.090301,0.482456,0.80292,0.482456,0.19708,0.60274,0.259962,1.855871,1
389,110,118,26,273,0.086957,0.482456,0.808824,0.482456,0.191176,0.604396,0.258065,1.869518,1
390,109,119,26,273,0.086957,0.47807,0.807407,0.47807,0.192593,0.600551,0.256167,1.866244,1
391,108,120,26,273,0.086957,0.473684,0.80597,0.473684,0.19403,0.596685,0.254269,1.862922,1
392,107,121,26,273,0.086957,0.469298,0.804511,0.469298,0.195489,0.592798,0.252372,1.85955,1
393,107,121,25,274,0.083612,0.469298,0.810606,0.469298,0.189394,0.594444,0.250474,1.873638,1
394,106,122,25,274,0.083612,0.464912,0.80916,0.464912,0.19084,0.590529,0.248577,1.870296,1
395,105,123,25,274,0.083612,0.460526,0.807692,0.460526,0.192308,0.586592,0.246679,1.866903,1
396,104,124,25,274,0.083612,0.45614,0.806202,0.45614,0.193798,0.582633,0.244782,1.863457,1
397,103,125,25,274,0.083612,0.451754,0.804688,0.451754,0.195313,0.578652,0.242884,1.859958,1
398,102,126,25,274,0.083612,0.447368,0.80315,0.447368,0.19685,0.574648,0.240987,1.856403,1
399,101,127,25,274,0.083612,0.442982,0.801587,0.442982,0.198413,0.570621,0.239089,1.852792,1
400,101,127,24,275,0.080268,0.442982,0.808,0.442982,0.192,0.572238,0.237192,1.867614,1
401,101,127,23,276,0.076923,0.442982,0.814516,0.442982,0.185484,0.573864,0.235294,1.882675,1
402,100,128,23,276,0.076923,0.438596,0.813008,0.438596,0.186992,0.569801,0.233397,1.87919,1
403,99,129,23,276,0.076923,0.434211,0.811475,0.434211,0.188525,0.565714,0.231499,1.875647,1
404,98,130,23,276,0.076923,0.429825,0.809917,0.429825,0.190083,0.561605,0.229602,1.872046,1
405,97,131,23,276,0.076923,0.425439,0.808333,0.425439,0.191667,0.557471,0.227704,1.868385,1
406,96,132,23,276,0.076923,0.421053,0.806723,0.421053,0.193277,0.553314,0.225806,1.864662,1
407,96,132,22,277,0.073579,0.421053,0.813559,0.421053,0.186441,0.554913,0.223909,1.880464,1
408,95,133,22,277,0.073579,0.416667,0.811966,0.416667,0.188034,0.550725,0.222011,1.876781,1
409,94,134,22,277,0.073579,0.412281,0.810345,0.412281,0.189655,0.546512,0.220114,1.873034,1
410,93,135,22,277,0.073579,0.407895,0.808696,0.407895,0.191304,0.542274,0.218216,1.869222,1
411,92,136,22,277,0.073579,0.403509,0.807018,0.403509,0.192982,0.538012,0.216319,1.865343,1
412,91,137,22,277,0.073579,0.399123,0.80531,0.399123,0.19469,0.533724,0.214421,1.861396,1
413,90,138,22,277,0.073579,0.394737,0.803571,0.394737,0.196429,0.529412,0.212524,1.857378,1
414,89,139,22,277,0.073579,0.390351,0.801802,0.390351,0.198198,0.525074,0.210626,1.853287,1
415,88,140,22,277,0.073579,0.385965,0.8,0.385965,0.2,0.52071,0.208729,1.849123,1
416,87,141,22,277,0.073579,0.381579,0.798165,0.381579,0.201835,0.51632,0.206831,1.844882,1
417,86,142,22,277,0.073579,0.377193,0.796296,0.377193,0.203704,0.511905,0.204934,1.840562,1
418,85,143,22,277,0.073579,0.372807,0.794393,0.372807,0.205607,0.507463,0.203036,1.836162,1
419,84,144,22,277,0.073579,0.368421,0.792453,0.368421,0.207547,0.502994,0.201139,1.831678,1
420,83,145,22,277,0.073579,0.364035,0.790476,0.364035,0.209524,0.498498,0.199241,1.827109,1
421,82,146,22,277,0.073579,0.359649,0.788462,0.359649,0.211538,0.493976,0.197343,1.822453,1
422,81,147,22,277,0.073579,0.355263,0.786408,0.355263,0.213592,0.489426,0.195446,1.817706,1
423,80,148,22,277,0.073579,0.350877,0.784314,0.350877,0.215686,0.484848,0.193548,1.812865,1
424,79,149,22,277,0.073579,0.346491,0.782178,0.346491,0.217822,0.480243,0.191651,1.807929,1
425,78,150,22,277,0.073579,0.342105,0.78,0.342105,0.22,0.47561,0.189753,1.802895,1
426,77,151,22,277,0.073579,0.337719,0.777778,0.337719,0.222222,0.470948,0.187856,1.797758,1
427,76,152,22,277,0.073579,0.333333,0.77551,0.333333,0.22449,0.466258,0.185958,1.792517,1
428,75,153,22,277,0.073579,0.328947,0.773196,0.328947,0.226804,0.461538,0.184061,1.787168,1
429,73,155,21,278,0.070234,0.320175,0.776596,0.320175,0.223404,0.453416,0.178368,1.795026,1
430,72,156,21,278,0.070234,0.315789,0.774194,0.315789,0.225806,0.448598,0.176471,1.789474,1
431,70,158,21,278,0.070234,0.307018,0.769231,0.307018,0.230769,0.438871,0.172676,1.778003,1
432,0,228,0,299,0,0,0,0,0,0,0,?,1.00001
