@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
174,217,11,136,163,0.454849,0.951754,0.614731,0.951754,0.385269,0.746988,0.669829,1.420891,0.005883
175,217,11,135,164,0.451505,0.951754,0.616477,0.951754,0.383523,0.748276,0.667932,1.424928,0.005965
176,217,11,134,165,0.448161,0.951754,0.618234,0.951754,0.381766,0.749568,0.666034,1.428987,0.005968
177,217,11,133,166,0.444816,0.951754,0.62,0.951754,0.38,0.750865,0.664137,1.43307,0.005976
178,216,12,133,166,0.444816,0.947368,0.618911,0.947368,0.381089,0.7487,0.662239,1.430553,0.006232
179,216,12,132,167,0.441472,0.947368,0.62069,0.947368,0.37931,0.75,0.660342,1.434664,0.006468
180,216,12,131,168,0.438127,0.947368,0.622478,0.947368,0.377522,0.751304,0.658444,1.438799,0.006645
181,216,12,130,169,0.434783,0.947368,0.624277,0.947368,0.375723,0.752613,0.656546,1.442957,0.006949
182,216,12,129,170,0.431438,0.947368,0.626087,0.947368,0.373913,0.753927,0.654649,1.44714,0.006997
183,216,12,128,171,0.428094,0.947368,0.627907,0.947368,0.372093,0.755245,0.652751,1.451346,0.007039
184,216,12,127,172,0.424749,0.947368,0.629738,0.947368,0.370262,0.756567,0.650854,1.455578,0.007661
185,216,12,126,173,0.421405,0.947368,0.631579,0.947368,0.368421,0.757895,0.648956,1.459834,0.007673
186,216,12,125,174,0.41806,0.947368,0.633431,0.947368,0.366569,0.759227,0.647059,1.464115,0.007829
187,216,12,124,175,0.414716,0.947368,0.635294,0.947368,0.364706,0.760563,0.645161,1.468421,0.008154
188,216,12,123,176,0.411371,0.947368,0.637168,0.947368,0.362832,0.761905,0.643264,1.472753,0.008829
189,216,12,122,177,0.408027,0.947368,0.639053,0.947368,0.360947,0.763251,0.641366,1.47711,0.009294
190,216,12,121,178,0.404682,0.947368,0.64095,0.947368,0.35905,0.764602,0.639469,1.481493,0.009311
191,216,12,120,179,0.401338,0.947368,0.642857,0.947368,0.357143,0.765957,0.637571,1.485902,0.009591
192,216,12,119,180,0.397993,0.947368,0.644776,0.947368,0.355224,0.767318,0.635674,1.490338,0.01004
193,215,13,119,180,0.397993,0.942982,0.643713,0.942982,0.356287,0.765125,0.633776,1.48788,0.010464
194,215,13,118,181,0.394649,0.942982,0.645646,0.942982,0.354354,0.766488,0.631879,1.492348,0.01048
195,215,13,117,182,0.391304,0.942982,0.64759,0.942982,0.35241,0.767857,0.629981,1.496843,0.01052
196,215,13,116,183,0.38796,0.942982,0.649547,0.942982,0.350453,0.769231,0.628083,1.501365,0.010938
197,215,13,115,184,0.384615,0.942982,0.651515,0.942982,0.348485,0.770609,0.626186,1.505914,0.012325
198,215,13,114,185,0.381271,0.942982,0.653495,0.942982,0.346505,0.771993,0.624288,1.510492,0.01256
199,215,13,113,186,0.377926,0.942982,0.655488,0.942982,0.344512,0.773381,0.622391,1.515097,0.013624
200,215,13,112,187,0.374582,0.942982,0.657492,0.942982,0.342508,0.774775,0.620493,1.51973,0.013739
201,215,13,111,188,0.371237,0.942982,0.659509,0.942982,0.340491,0.776173,0.618596,1.524392,0.014069
202,214,14,111,188,0.371237,0.938596,0.658462,0.938596,0.341538,0.77396,0.616698,1.52197,0.014129
203,214,14,110,189,0.367893,0.938596,0.660494,0.938596,0.339506,0.775362,0.614801,1.526668,0.014323
204,214,14,109,190,0.364548,0.938596,0.662539,0.938596,0.337461,0.77677,0.612903,1.531394,0.014512
205,214,14,108,191,0.361204,0.938596,0.664596,0.938596,0.335404,0.778182,0.611006,1.53615,0.014604
206,213,15,108,191,0.361204,0.934211,0.663551,0.934211,0.336449,0.775956,0.609108,1.533735,0.014813
207,213,15,107,192,0.35786,0.934211,0.665625,0.934211,0.334375,0.777372,0.607211,1.538528,0.016066
208,213,15,106,193,0.354515,0.934211,0.667712,0.934211,0.332288,0.778793,0.605313,1.543351,0.016997
