2013	5866
2012	4713
2011	4302
2010	3584
2008	3176
2007	2792
2009	2774
2006	1756
2005	1666
2004	1356
2003	1316
2002	1237
2001	916
1968	886
1902	881
1997	808
1993	777
2000	772
1996	730
1999	694
1923	686
1974	675
1985	659
1954	644
1980	624
1977	619
1992	613
1973	610
1963	590
1994	590
1903	584
1967	584
1987	573
1984	565
1983	555
1930	549
1957	525
1965	524
1934	510
1972	504
1978	504
1910	503
1998	497
1907	484
1912	473
1915	468
1966	454
1979	443
1995	436
1921	435
1945	433
1991	424
1949	423
1933	421
1971	419
1922	415
1969	411
1901	410
1981	408
1970	400
1976	396
1937	380
1917	361
1911	357
1990	357
1944	349
1982	331
1916	318
1956	318
1928	317
1962	317
1964	304
1906	302
1975	289
1986	286
1904	285
1942	272
1914	263
1952	260
1929	259
1989	257
1953	256
1961	255
1908	241
1940	241
1988	234
1948	229
1919	227
1959	225
1946	224
1932	221
1939	218
1024	211
1941	203
1955	200
1925	199
1920	196
1815	195
1905	195
1947	192
1924	184
1887	183
1950	181
1943	178
1913	177
1960	174
1958	172
1926	162
1892	156
1899	149
1885	145
1886	145
1280	144
1938	141
1891	136
1867	135
1893	135
1909	122
1931	121
1600	118
1918	118
1866	117
1896	111
1936	107
1882	103
1050	100
1884	95
1889	94
1879	91
1898	91
1818	88
1830	85
1080	84
1849	84
1001	80
1894	80
1856	79
1881	79
1809	77
1701	75
1951	75
1621	73
1812	73
1831	73
1723	71
1870	68
1888	68
1900	68
1440	65
1680	65
1865	65
1874	65
1000	62
1608	62
1633	62
1859	62
1877	61
1935	61
1601	59
1720	59
1819	59
1890	59
1897	59
1639	58
1717	57
1626	56
1627	56
1637	56
1643	56
1704	56
1716	56
1869	56
1850	55
1636	54
1632	52
1808	52
1817	50
1862	50
1927	50
1724	48
1713	46
1895	46
1729	45
1863	44
1667	43
1875	43
1797	41
1826	41
1860	41
1800	40
1222	39
1834	39
1861	38
1832	37
1837	37
1816	36
1820	36
1845	35
1230	34
1825	34
1843	34
1876	33
1111	32
1136	32
1822	32
1871	32
1722	31
1878	31
1429	30
1828	30
1847	30
1420	29
1603	29
1616	29
1733	29
1852	29
1864	29
1880	29
1315	28
1422	28
1424	28
1517	28
1602	28
1610	28
1629	28
1873	28
1200	27
1366	27
1868	27
1530	25
1857	25
1300	24
1337	24
1500	24
1758	24
1842	24
1700	23
1745	22
1810	22
1836	22
1100	21
1813	21
1841	21
1205	20
1804	20
1854	20
1790	19
1807	19
1838	19
1848	19
1801	18
1829	18
1833	18
1835	18
1840	18
1883	18
1614	16
1853	16
1823	15
1202	14
1851	14
1783	13
1846	13
1556	12
1769	12
1811	12
1625	11
1844	11
1858	11
1116	10
1270	10
1740	10
1778	10
1839	10
1011	9
1105	9
1176	9
1284	9
1754	9
1786	9
1787	9
1796	9
1827	9
1023	8
1306	8
1437	8
1606	8
1715	8
1735	8
1791	8
1872	8
1398	7
1695	7
1747	7
1748	7
1795	7
1124	6
1152	6
1178	6
1256	6
1261	6
1342	6
1352	6
1438	6
1475	6
1509	6
1648	6
1688	6
1767	6
1773	6
1788	6
1792	6
1814	6
1821	6
1824	6
1020	5
1090	5
1114	5
1275	5
1310	5
1400	5
1542	5
1565	5
1628	5
1682	5
1764	5
1782	5
1785	5
1789	5
1798	5
1014	4
1049	4
1055	4
1106	4
1117	4
1163	4
1167	4
1194	4
1281	4
1301	4
1317	4
1344	4
1482	4
1585	4
1642	4
1664	4
1685	4
1686	4
1689	4
1744	4
1799	4
1803	4
1017	3
1112	3
1150	3
1174	3
1190	3
1271	3
1307	3
1362	3
1418	3
1476	3
1532	3
1553	3
1560	3
1591	3
1617	3
1669	3
1691	3
1692	3
1746	3
1012	2
1021	2
1030	2
1045	2
1057	2
1085	2
1086	2
1130	2
1137	2
1144	2
1166	2
1175	2
1181	2
1211	2
1213	2
1220	2
1232	2
1234	2
1235	2
1290	2
1292	2
1312	2
1335	2
1340	2
1348	2
1349	2
1365	2
1377	2
1434	2
1446	2
1449	2
1474	2
1493	2
1494	2
1501	2
1518	2
1551	2
1558	2
1569	2
1597	2
1598	2
1605	2
1646	2
1649	2
1660	2
1674	2
1684	2
1696	2
1705	2
1738	2
1743	2
1753	2
1757	2
1760	2
1768	2
1774	2
1775	2
1776	2
1780	2
1793	2
1855	2
1010	1
1047	1
1063	1
1084	1
1092	1
1096	1
1098	1
1101	1
1104	1
1109	1
1113	1
1120	1
1123	1
1125	1
1134	1
1193	1
1214	1
1244	1
1250	1
1263	1
1268	1
1353	1
1357	1
1390	1
1432	1
1439	1
1451	1
1454	1
1460	1
1483	1
1498	1
1513	1
1515	1
1526	1
1536	1
1539	1
1547	1
1561	1
1562	1
1566	1
1571	1
1590	1
1595	1
1622	1
1631	1
1659	1
1661	1
1681	1
1741	1
1742	1
1751	1
1756	1
1763	1
1766	1
1784	1
1806	1
