@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
123,75,47,2,120,0.016393,0.614754,0.974026,0.614754,0.025974,0.753769,0.315574,1.948052,0.835697
124,74,48,2,120,0.016393,0.606557,0.973684,0.606557,0.026316,0.747475,0.311475,1.947368,0.85115
125,73,49,2,120,0.016393,0.598361,0.973333,0.598361,0.026667,0.741117,0.307377,1.946667,0.867566
126,72,50,2,120,0.016393,0.590164,0.972973,0.590164,0.027027,0.734694,0.303279,1.945946,0.883414
127,71,51,2,120,0.016393,0.581967,0.972603,0.581967,0.027397,0.728205,0.29918,1.945205,0.884152
128,71,51,1,121,0.008197,0.581967,0.986111,0.581967,0.013889,0.731959,0.295082,1.972222,0.892337
129,70,52,1,121,0.008197,0.57377,0.985915,0.57377,0.014085,0.725389,0.290984,1.971831,0.929661
130,69,53,1,121,0.008197,0.565574,0.985714,0.565574,0.014286,0.71875,0.286885,1.971429,0.942278
131,68,54,1,121,0.008197,0.557377,0.985507,0.557377,0.014493,0.712042,0.282787,1.971014,0.953011
132,68,54,0,122,0,0.557377,1,0.557377,0,0.715789,0.278689,2,0.971234
133,67,55,0,122,0,0.54918,1,0.54918,0,0.708995,0.27459,2,0.97618
134,66,56,0,122,0,0.540984,1,0.540984,0,0.702128,0.270492,2,0.981039
135,65,57,0,122,0,0.532787,1,0.532787,0,0.695187,0.266393,2,0.987538
136,64,58,0,122,0,0.52459,1,0.52459,0,0.688172,0.262295,2,0.98824
137,63,59,0,122,0,0.516393,1,0.516393,0,0.681081,0.258197,2,0.993533
138,62,60,0,122,0,0.508197,1,0.508197,0,0.673913,0.254098,2,0.995296
139,61,61,0,122,0,0.5,1,0.5,0,0.666667,0.25,2,0.996301
140,60,62,0,122,0,0.491803,1,0.491803,0,0.659341,0.245902,2,0.996623
